#CODE	ENGLISH	ENGLISH
AIREASON_ALL_HELP_IS_APPRECIATED	All help is appreciated	All help is appreciated
EVTDESC65130	Today I stumbled upon a painting of the most wretched, hideous creature I had ever laid eyes on. This affront to nature left me chilled to the bone. The crooked teeth, the ears... [Root.GetHerHis] oversized nose alone was enough to make me nauseous! A nearby courtier then asked what I thought of my new portrait.	Today I stumbled upon a painting of the most wretched, hideous creature I had ever laid eyes on. This affront to nature left me chilled to the bone. The crooked teeth, the ears... [Root.GetHerHis] oversized nose alone was enough to make me nauseous! A nearby courtier then asked what I thought of my new portrait.
EVTOPTA65130	I need a mirror...	I need a mirror...
EVTOPTB65130	The poor light deceived me. That nose has character!	The poor light deceived me. That nose has character!
EVTDESC65135	I learned today that mothers in [Root.Location.GetName] keep their daughters in line by threatening to marry them off to someone as hideous as... me.	I learned today that mothers in [Root.Location.GetName] keep their daughters in line by threatening to marry them off to someone as hideous as... me.
EVTOPTA65135	I should spend more time indoors...	I should spend more time indoors...
EVTOPTB65135	They could do worse!	They could do worse!
EVTDESC65140	Vicious rumors that I am a witch have been spreading in [Root.Location.GetName] due to my... unique appearance. At least my station prevents the peasants from acting on these baseless accusations.	Vicious rumors that I am a witch have been spreading in [Root.Location.GetName] due to my... unique appearance. At least my station prevents the peasants from acting on these baseless accusations.
EVTOPTA65140	The wretches will soon find someone uglier to pester.	The wretches will soon find someone uglier to pester.
EVTOPTB65140	A pox on them! May they breed ugly, ugly children.	A pox on them! May they breed ugly, ugly children.
EVTDESC65145	As I grew up, those near me never made it a secret that I was a particularly ugly child. Now, as I am growing into a [Root.GetManWoman], they seem to react differently to my appearance...	As I grew up, those near me never made it a secret that I was a particularly ugly child. Now, as I am growing into a [Root.GetManWoman], they seem to react differently to my appearance...
EVTOPTA65145	An ugly duckling no longer...	An ugly duckling no longer...
EVTDESC65150	Today as I mounted my favorite horse with the help of six stable boys, it let out a strange sigh and collapsed. The stable master claimed the horse was dead, its back broken. He hinted that perhaps it would be best for all concerned if I walk from now on.	Today as I mounted my favorite horse with the help of six stable boys, it let out a strange sigh and collapsed. The stable master claimed the horse was dead, its back broken. He hinted that perhaps it would be best for all concerned if I walk from now on.
EVTOPTA65150	I may have put on some weight...	I may have put on some weight...
EVTOPTB65150	Nonsense! Find me another horse!	Nonsense! Find me another horse!
EVTDESC65151	Enough is enough. I have decided to eat less and exercise more. Why, I think I can finally see my feet!	Enough is enough. I have decided to eat less and exercise more. Why, I think I can finally see my feet!
EVTDESC65155	I was touring the defenses of [Root.Location.GetName] and as I tried to enter one of the towers, I got stuck in the doorway! I found myself unable to move in either direction and it took the strength of four men to pull me free.	I was touring the defenses of [Root.Location.GetName] and as I tried to enter one of the towers, I got stuck in the doorway! I found myself unable to move in either direction and it took the strength of four men to pull me free.
EVTOPTA65155	What have I become? No more suckling pig for me.	What have I become? No more suckling pig for me.
EVTOPTB65155	Was this tower designed for use by children? Expand all doorways!	Was this tower designed for use by children? Expand all doorways!
EVTDESC65160	As I strolled through the streets of [Root.Location.GetName], I was approached by the local Coin Purse Inspector. He asked to see my purse, and I duly complied.	As I strolled through the streets of [Root.Location.GetName], I was approached by the local Coin Purse Inspector. He asked to see my purse, and I duly complied.
EVTOPTA65160	Wait... that wasn't the Coin Purse Inspector...	Wait... that wasn't the Coin Purse Inspector...
EVTDESC3460	A holy man came to court today to talk about matters of faith, but it soon became clear he held rather unorthodox views. Being a zealous defender of the church at all times, I believe I did the right thing when I gave the order to imprison a blasphemous pagan who dared criticise my faith and my church.	A holy man came to court today to talk about matters of faith, but it soon became clear he held rather unorthodox views. Being a zealous defender of the church at all times, I believe I did the right thing when I gave the order to imprison a blasphemous pagan who dared criticise my faith and my church.
EVTOPTA3460	Deus vult!	Deus vult!
EVTDESC61100	As the regent of [Root.Liege.GetTitledFirstName], my duty is to safeguard the realm. I feel that one of [Root.Liege.GetHerHis] holdings would flourish much more under my direct supervision.	As the regent of [Root.Liege.GetTitledFirstName], my duty is to safeguard the realm. I feel that one of [Root.Liege.GetHerHis] holdings would flourish much more under my direct supervision.
EVTOPTA61100	[Root.Liege.GetTitledFirstName] wills it!	[Root.Liege.GetTitledFirstName] wills it!
EVTOPTB61100	Nay, I must remember the limits of my station.	Nay, I must remember the limits of my station.
EVTTOOLTIP61101	You usurp a title from [Root.Liege.GetTitledFirstName].	You usurp a title from [Root.Liege.GetTitledFirstName].
EVTDESC61101	[Root.Regent.GetTitledName], your regent, has decided in [Root.Regent.GetHerHis] infinite wisdom that one of your titles would benefit the realm more if it was awarded directly to [Root.Regent.GetHerHim].	[Root.Regent.GetTitledName], your regent, has decided in [Root.Regent.GetHerHis] infinite wisdom that one of your titles would benefit the realm more if it was awarded directly to [Root.Regent.GetHerHim].
EVTOPTA61101	*drool*	*drool*
EVTOPTB61101	*stare vacantly ahead*	*stare vacantly ahead*
EVTDESC61105	The poor of the realm have suffered terribly under the rule of [Root.Liege.GetTitledFirstName]. As [Root.Liege.GetHerHis] regent, I am in a position to give something back to the people.	The poor of the realm have suffered terribly under the rule of [Root.Liege.GetTitledFirstName]. As [Root.Liege.GetHerHis] regent, I am in a position to give something back to the people.
EVTOPTA61105	Here you are... courtesy of [Root.Liege.GetTitledFirstName]!	Here you are... courtesy of [Root.Liege.GetTitledFirstName]!
EVTOPTB61105	Tempting, but the gold isn't mine to spend.	Tempting, but the gold isn't mine to spend.
EVTTOOLTIP61106	You give alms to the poor in the name of [Root.Liege.GetTitledFirstName].	You give alms to the poor in the name of [Root.Liege.GetTitledFirstName].
EVTDESC61106	[Root.Regent.GetTitledName], your regent, seems to have given in to [Root.Regent.GetHerHis] charitable nature and has been donating alms to the poor from your coffers. Worst of all, [Root.Regent.GetSheHe] has been doing it in your name!	[Root.Regent.GetTitledName], your regent, seems to have given in to [Root.Regent.GetHerHis] charitable nature and has been donating alms to the poor from your coffers. Worst of all, [Root.Regent.GetSheHe] has been doing it in your name!
EVTOPTA61106	Ggghnnn..n-n-nooooo...!	Ggghnnn..n-n-nooooo...!
EVTDESC61110	The administration of your realm has improved significantly since [Root.Regent.GetTitledFirstName] became your regent. If only you had [Root.Regent.GetHerHis] skills!	The administration of your realm has improved significantly since [Root.Regent.GetTitledFirstName] became your regent. If only you had [Root.Regent.GetHerHis] skills!
EVTOPTA61110	*emit grunt of approval*	*emit grunt of approval*
EVTDESC61120	[Root.Liege.GetTitledFirstName] is a decrepit fool and a pathetic shell of a [Root.Liege.GetManWoman]. As [Root.Liege.GetHerHis] appointed regent, I think the court needs a new jester...	[Root.Liege.GetTitledFirstName] is a decrepit fool and a pathetic shell of a [Root.Liege.GetManWoman]. As [Root.Liege.GetHerHis] appointed regent, I think the court needs a new jester...
EVTOPTA61120	Humiliate [Root.Liege.GetHerHim] in front of the court.	Humiliate [Root.Liege.GetHerHim] in front of the court.
EVTOPTB61120	Perhaps I had better not.	Perhaps I had better not.
EVTTOOLTIP61121	Those in court with low opinion of [Root.Liege.GetHerHim] approve.	Those in court with low opinion of [Root.Liege.GetHerHim] approve.
EVTDESC61121	As you sit powerless on your throne, your regent, [Root.Regent.GetTitledName], has made a regular habit of mocking you in front of the rest of the court - [Root.Regent.GetSheHe] hangs [Root.Regent.GetHerHis] coat on your head, [Root.Regent.GetSheHe] writes crude sentiments on your forehead with charcoal and one time [Root.Regent.GetSheHe] even cracked open a walnut using your teeth. The indignity!	As you sit powerless on your throne, your regent, [Root.Regent.GetTitledName], has made a regular habit of mocking you in front of the rest of the court - [Root.Regent.GetSheHe] hangs [Root.Regent.GetHerHis] coat on your head, [Root.Regent.GetSheHe] writes crude sentiments on your forehead with charcoal and one time [Root.Regent.GetSheHe] even cracked open a walnut using your teeth. The indignity!
EVTOPTA61121	*suffer series of involuntary spasms*	*suffer series of involuntary spasms*
EVTOPTB61121	*bob head in reckless, unpredictable manner*	*bob head in reckless, unpredictable manner*
EVTDESC61122	[Root.Liege.Regent.GetTitledName], the regent of [Root.Liege.GetTitledFirstName], has been physically humiliating [Root.Liege.GetHerHim] in public. Due to the [Root.Liege.GetTitle]'s infirm nature, [Root.Liege.GetSheHe] is powerless to resist. Honor demands that you put an end to this disgrace!	[Root.Liege.Regent.GetTitledName], the regent of [Root.Liege.GetTitledFirstName], has been physically humiliating [Root.Liege.GetHerHim] in public. Due to the [Root.Liege.GetTitle]'s infirm nature, [Root.Liege.GetSheHe] is powerless to resist. Honor demands that you put an end to this disgrace!
EVTOPTA61122	Approach [Root.Liege.GetTitledFirstName] and seek [Root.Liege.GetHerHis] blessing to act.	Approach [Root.Liege.GetTitledFirstName] and seek [Root.Liege.GetHerHis] blessing to act.
EVTOPTB61122	Ah, the fool deserves no less.	Ah, the fool deserves no less.
EVTTOOLTIP61123	You speak with the [Root.Liege.GetTitle].	You speak with the [Root.Liege.GetTitle].
EVTDESC61123	The way your regent has been treating you has not gone unnoticed. [From.GetTitledName] approaches you alone one evening to express [From.GetHerHis] disgust at the vile indignities you have been made to suffer. Eyes tearful with anger, [From.GetSheHe] promises to take action against your regent... if only you would give your approval.	The way your regent has been treating you has not gone unnoticed. [From.GetTitledName] approaches you alone one evening to express [From.GetHerHis] disgust at the vile indignities you have been made to suffer. Eyes tearful with anger, [From.GetSheHe] promises to take action against your regent... if only you would give your approval.
EVTOPTA61123	*nod head almost imperceptibly*	*nod head almost imperceptibly*
EVTOPTB61123	*sag head and lapse into deep slumber*	*sag head and lapse into deep slumber*
EVTTOOLTIP61124	You give [From.GetTitledName] your blessing.	You give [From.GetTitledName] your blessing.
EVTDESC61124	Though [Root.Liege.GetSheHe] is not quite [Root.Liege.GetHerselfHimself] these days, you feel that your liege has given [Root.Liege.GetHerHis] blessing to take decisive action against [Root.Liege.Regent.GetTitledName]. Rally some dependable men! The realm needs a new regent!	Though [Root.Liege.GetSheHe] is not quite [Root.Liege.GetHerselfHimself] these days, you feel that your liege has given [Root.Liege.GetHerHis] blessing to take decisive action against [Root.Liege.Regent.GetTitledName]. Rally some dependable men! The realm needs a new regent!
EVTOPTA61124	It is only fair that I serve as regent of [Root.Liege.GetTitledFirstName].	It is only fair that I serve as regent of [Root.Liege.GetTitledFirstName].
EVTOPTB61124	Anyone is better than [Root.Liege.Regent.GetFirstName].	Anyone is better than [Root.Liege.Regent.GetFirstName].
EVTTOOLTIP61125	you becoming the next regent.	you becoming the next regent.
EVTTOOLTIP61126	the court appointing a new regent.	the court appointing a new regent.
EVTDESC61125	We have trapped [Root.Liege.Regent.GetFirstName] in one of the castle towers like a cornered rat! Those few guards at court that supported [Root.Liege.Regent.GetHerHim] have fled or been cut down.	We have trapped [Root.Liege.Regent.GetFirstName] in one of the castle towers like a cornered rat! Those few guards at court that supported [Root.Liege.Regent.GetHerHim] have fled or been cut down.
EVTOPTA61125	Off to the dungeons with [Root.Liege.Regent.GetHerHim]!	Off to the dungeons with [Root.Liege.Regent.GetHerHim]!
EVTDESC61127	[Root.Liege.Regent.GetFirstName] had more support at court than expected. We fought bravely in defense of the realm, but most of the guards rallied to the side of [Root.Liege.Regent.GetFirstName]. All is lost!	[Root.Liege.Regent.GetFirstName] had more support at court than expected. We fought bravely in defense of the realm, but most of the guards rallied to the side of [Root.Liege.Regent.GetFirstName]. All is lost!
EVTOPTA61127	Unhand me in the name of [Root.Liege.GetTitledFirstName]!	Unhand me in the name of [Root.Liege.GetTitledFirstName]!
EVTTOOLTIP61127	you being thrown in the dungeons.	you being thrown in the dungeons.
EVTDESC61128	[From.GetTitledName], the fool, has decided to end your regency out of misguided sympathy for [Root.Liege.GetTitledFirstName]. Fortunately enough guards rallied to your side to thwart [From.GetHerHis] little scheme.	[From.GetTitledName], the fool, has decided to end your regency out of misguided sympathy for [Root.Liege.GetTitledFirstName]. Fortunately enough guards rallied to your side to thwart [From.GetHerHis] little scheme.
EVTOPTA61128	Let [From.GetHerHim] rot in the dungeons.	Let [From.GetHerHim] rot in the dungeons.
EVTDESC61129	[From.GetTitledName], the fool, has decided to end your regency out of misguided sympathy for [Root.Liege.GetTitledFirstName]. The treacherous guards seem to have left you to your fate!	[From.GetTitledName], the fool, has decided to end your regency out of misguided sympathy for [Root.Liege.GetTitledFirstName]. The treacherous guards seem to have left you to your fate!
EVTOPTA61129	Have you no sense of humor?	Have you no sense of humor?
EVTTOOLTIP61129	[Root.Liege.Regent.GetFirstName] is thrown in the dungeons.	[Root.Liege.Regent.GetFirstName] is thrown in the dungeons.
EVTDESC61130	[From.GetTitledFirstName] failed to replace your regent and is now languishing in your castle dungeons. It seems your suffering at the hands of [Root.Regent.GetTitledFirstName] will end only in the blissful embrace of death...	[From.GetTitledFirstName] failed to replace your regent and is now languishing in your castle dungeons. It seems your suffering at the hands of [Root.Regent.GetTitledFirstName] will end only in the blissful embrace of death...
EVTOPTA61130	*blink away single tear*	*blink away single tear*
EVTOPTB61130	*utter incomprehensible oath*	*utter incomprehensible oath*
EVTDESC61131	From where you were propped up on your throne, you could hear shouting and the distinct sound of steel striking steel inside the castle. The men loyal to [From.GetTitledFirstName] prevailed against [Root.Regent.GetTitledFirstName]! No longer will [Root.Regent.GetHerHis] vile presence be felt at court, and a new regent is to be appointed forthwith.	From where you were propped up on your throne, you could hear shouting and the distinct sound of steel striking steel inside the castle. The men loyal to [From.GetTitledFirstName] prevailed against [Root.Regent.GetTitledFirstName]! No longer will [Root.Regent.GetHerHis] vile presence be felt at court, and a new regent is to be appointed forthwith.
EVTOPTA61131	*contort face in grimace vaguely resembling smile*	*contort face in grimace vaguely resembling smile*
EVTOPTB61131	*flail arms about in wild celebration*	*flail arms about in wild celebration*
EVTDESC61135	As you ride through the empty corridors of your castle on your trusty wooden stick horse, you come across your regent, [Root.Regent.GetTitledName], getting some fresh air on a balcony... with [Root.Regent.GetHerHis] back turned against you.	As you ride through the empty corridors of your castle on your trusty wooden stick horse, you come across your regent, [Root.Regent.GetTitledName], getting some fresh air on a balcony... with [Root.Regent.GetHerHis] back turned against you.
EVTOPTA61135	Charge!	Charge!
EVTOPTB61135	No, I'm a good [Root.GetLadLass].	No, I'm a good [Root.GetLadLass].
EVTDESC61140	It suddenly dawns on you - when [Root.Liege.GetTitledFirstName] comes of age, your title as regent of the realm is forfeit. Perhaps something could be done to extend your enlightened stewardship of the throne... for the good of the realm, of course.	It suddenly dawns on you - when [Root.Liege.GetTitledFirstName] comes of age, your title as regent of the realm is forfeit. Perhaps something could be done to extend your enlightened stewardship of the throne... for the good of the realm, of course.
