#CODE	ENGLISH
haughty	Haughty
EVTDESCA_ZE_12044	[From.GetFirstName] hit me over the head for not listening to [From.GetHerHim].
EVTDESCB_ZE_12044	[From.GetFirstName] says we have to go back now, and if we don't [From.GetSheHe] will tell on me.
EVTDESCC_ZE_12044	After a few more hours, I finally feel something bite. It's a huge fish, probably the biggest fish in [Root.Capital.GetName].
EVTDESCD_ZE_12044	I'm just about to give up, but then it happened. I caught a fish, but it's not very big.
EVTOPTA_ZE_12044	[From.GetSheHeCap]'s a meanie!
EVTOPTB_ZE_12044	Someone else can make it fit.
EVTOPTC_ZE_12044	Come, or I'll say it was your idea.
EVTOPTD_ZE_12044	You're right.
EVTOPTE_ZE_12044	They will tell stories of today.
EVTOPTF_ZE_12044	At least I tried.
EVTDESCA_ZE_12046	[From.GetFirstName] thinks I'm mean for not helping. [From.GetSheHeCap] even stuck [From.GetHerHis] tongue out at me.
EVTDESCB_ZE_12046	[From.GetFirstName] says [From.GetSheHe] will get someone else to help [From.GetHerHim].
EVTDESCC_ZE_12046	[From.GetFirstName] still wants to go, and will lie and say it was my idea unless I go with [From.GetHerHim].
EVTDESCD_ZE_12046	[From.GetFirstName] said I was right and we went back home, away from the scary house.
EVTOPTA_ZE_12046	Well [From.GetSheHe]'s stupid.
EVTOPTB_ZE_12046	At least [From.GetSheHe] knows what [From.GetSheHe] wants.
EVTOPTC_ZE_12046	I'm so angry!
EVTOPTD_ZE_12046	Don't mess with [Root.GetFirstName].
EVTDESCA_ZE_13700	I wake up in the middle of the night, my heart racing and my whole body is feeling strange. What was I really dreaming about?
EVTOPTA_ZE_13700	That farmer [Root.GetBoyGirl] I met earlier.
EVTOPTB_ZE_13700	[lustful_target.GetFirstName], kissing me.
EVTOPTC_ZE_13700	Whatever it was is not important.
EVTOPTD_ZE_13700	I should just try to get to sleep.
EVTDESCA_ZE_13701	Oh it's just something about [Root.GetHerHim] that I can't get off my mind. [Root.GetHerHisCap] hair, the way [Root.GetSheHe] moved. I'm getting all worked up just thinking about [Root.GetHerHim] again.
EVTOPTA_ZE_13701	What would it be like to hold [Root.GetHerHim]?
EVTOPTB_ZE_13701	[Root.GetSheHeCap] is the one for me.
EVTOPTC_ZE_13701	If I see [Root.GetHerHim] again we'll have some fun.
EVTOPTD_ZE_13701	I shouldn't. It's a sin.
EVTDESCA_ZE_13702	[lustful_target.GetHerHisCap] lips touching mine. My hands, touching [lustful_target.GetHerHim] gently. I wonder if [lustful_target.GetFirstName] feels the same way about me?
EVTOPTA_ZE_13702	I will save myself for [lustful_target.GetHerHim].
EVTOPTB_ZE_13702	[lustful_target.GetSheHeCap] gets me all excited.
EVTDESCA_ZE_13703	These kind of thoughts have been distracting me lately. I don't find them very interesting and they are disturbing my sleep.
EVTOPTA_ZE_13703	I would do well to focus on other things.
EVTOPTB_ZE_13703	Maybe it will change with time.
EVTDESCA_ZE_13704	[From.GetFirstName] has been looking at me in a new way lately. Giggling whenever I talk to [From.GetHerHim], laughing at things that are not meant to be funny.
EVTOPTA_ZE_13704	It seems as [From.GetSheHe] is infatuated with me...
EVTOPTD63041	In exchange for a favor.
EVTOPTC_ZE_12060_TOOLTIP	May not take the offer.\n
EVTDESC20134	My liege, my work in [FromFrom.Location.GetName] seem to have come to fruition. By bribing, cajoling, extorting, threatening and forging documents, I have managed to fabricate a claim on the [FromFrom.Location.Kingdom.GetFullName] presently held by [From.GetTitledName]. I leave it up to you whether to press it or not.\n\nYour humble [Root.GetChancellorName],\n[FromFrom.GetTitledName]
EVTDESCA_ZE_14700	I have finished my education but without any clear purpose. I found some joy in studying diplomacy but without guidance I didn't do very well.
EVTDESCB_ZE_14700	I have finished my education but without any clear purpose. I found some joy in studying military arts but without guidance I didn't do very well.
EVTDESCC_ZE_14700	I have finished my education but without any clear purpose. I found some joy in studying stewardship but without guidance I didn't do very well.
EVTDESCD_ZE_14700	I have finished my education but without any clear purpose. I found some joy in studying intrigue but without guidance I didn't do very well.
EVTDESCE_ZE_14700	I have finished my education but without any clear purpose. I found some joy in studying learning but without guidance I didn't do very well.
EVTOPTA_ZE_14700	No one told me it was important.
EVTDESCA_ZE_14710	Young [From.GetFirstName] has finished [From.GetHerHis] education. With a complete lack of guidance [From.GetSheHe] still tried [From.GetHerHis] best to study diplomacy, unfortunately to no avail.
EVTDESCB_ZE_14710	Young [From.GetFirstName] has finished [From.GetHerHis] education. With a complete lack of guidance [From.GetSheHe] still tried [From.GetHerHis] best to study military arts, unfortunately to no avail.
EVTDESCC_ZE_14710	Young [From.GetFirstName] has finished [From.GetHerHis] education. With a complete lack of guidance [From.GetSheHe] still tried [From.GetHerHis] best to study stewardship, unfortunately to no avail.
EVTDESCD_ZE_14710	Young [From.GetFirstName] has finished [From.GetHerHis] education. With a complete lack of guidance [From.GetSheHe] still tried [From.GetHerHis] best to study intrigue, unfortunately to no avail.
EVTDESCE_ZE_14710	Young [From.GetFirstName] has finished [From.GetHerHis] education. With a complete lack of guidance [From.GetSheHe] still tried [From.GetHerHis] best to study learning, unfortunately to no avail.
EVTOPTA_ZE_14710	I have failed [From.GetHerHim].
loyalist_desc	A Loyalist councillor will generally be a faithful servant to the ruler. They will support their liege in all actions except those that will directly decrease their own power.
#zealot_desc	A Zealot councillor will strive towards bringing religion to the forefront of the realm's political agenda. If religious war targets are available this councillor might oppose wars against other targets. The councillor will also be more inclined to accept hostile action against heathen and heretic characters.
pragmatist_desc	A Pragmatist councillor will always aim for the path of least resistance when it comes to strengthening the realm and gaining power for themselves. They are inclined to support wars for reclaiming of de-jure land or counties with the ruler's culture. They might also support wars against weak opponents. This councillor will oppose the creation of other strong vassals in the realm and will support the revoking of titles from already powerful vassals.
glory_hound_desc	A Glory Hound councillor will always push for the realm to make prestigious advances for glory. They will oppose attacking weak neighbours, but against more powerful opponents they will not care much for the reason of the war as long as it will strengthen the realm. This councillor also prefers a strong and centralized realm.
#malcontent_desc	A Malcontent councillor is unhappy with the current state of affairs in the realm. They are a troublesome force on the council and will always oppose the will of the ruler unless they directly stand to gain power.
LAWS_TAB_INHERITANCE	Inheritance
LAWS_TAB_COUNCIL	Council
LAWS_TAB_OBLIGATIONS	Obligations
LAWS_TAB_REALM	Realm
TAX	Tax
LEVY	Levy
INTERACTION_REQUIRES_COUNCIL_APPROVAL	Needs to be approved by your council
COUNCIL_VOTER_NAME	$VOTER_TITLE$\n[GetFirstName]
title_councilmember_king	Advisor
title_councilmember_emperor	Advisor
LAWS_VASSAL_OBLIGATIONS	Vassal Obligations
LAWS_CIVIC_RELIGIOUS	Civic and Religious Law
war_taxes	War Taxes
war_taxes_desc	This character is levying war taxes on their subjects.
extra_tax	Triple Taxation!
extra_tax_desc	This county has been taxed so much that the peasants barely have anything left!
extra_tax_kind	Necessary Extra Tax
extra_tax_kind_desc	The ruler of this county has taxed the peasants of this county extra in preparation for an upcoming war.
seize_church_assets	Church Assets Plundered
seize_church_assets_desc	This church has been plundered of anything valuable!
extort_subjects	Extort Subjects
extort_subjects_desc	Extorting your subjects is a great way of quickly raising funds for your War Chest - beware though, for this action will be seen as tyrannical by your subjects. The mental health of rulers who care for their subjects may take damage from this action.
obj_build_a_war_chest_title	Build a War Chest
obj_build_a_war_chest_desc	[This.GetTitledFirstName] wants to build a war chest and prepare [This.GetHerHis] realm for war!
obj_build_a_war_chest_success_custom_tooltip	Has amassed a suitably large amount of money for [This.GetHerHis] realm: 300¤if ruling a County, 500¤if ruling a Duchy, 700¤if ruling a Kingdom or 1000¤if ruling an Empire.
extort_consequences_custom_tooltip	See what options lie before you.
extort_cooldown_custom_tooltip	May not have extorted your subjects within the last six months.
EVTTOOLTIP_ZE_21100	Collect an 'extra' tax from the peasants of [extra_tax_target.GetName].
EVTDESC_ZE_21000	The money for that War Chest is not going to raise itself! You have decided to take matters into your own hands and see to that the chest gets filled to the brim with 'donations' from your loyal subjects. How should you proceed?
EVTOPTA_ZE_21000	The peasants of [extra_tax_target.GetName] can pay an extra tax!
EVTOPTB_ZE_21000	[extortion_target.GetFullName] is wealthy, [extortion_target.GetSheHe] can part with some gold!
EVTOPTC_ZE_21000	The clergy of [seize_church_target.GetName] surely does not need all that wealth!
EVTOPTD_ZE_21000	Maybe this is a bad idea after all...
extort_tyrant_custom_tooltip	Doing this is viewed as tyrannical, and will lower all of your subjects' opinion of you by §R-10§!.\n
EVTDESC_ZE_21100	The peasants of [extra_tax_target.GetName] did, as expected, not appreciate the 'extra' tax we forced upon them. The peasants even elected a leader amongst them who started asking questions why this tax was necessary, and exclaimed that they would now have to starve! Perhaps something should be done before they get the pitchforks?
EVTOPTA_ZE_21100	Explain how this tax is necessary, and give them a temporary tax relief.
EVTOPTB_ZE_21100	The tax is obviously necessary, the peasants are just greedy!
EVTTOOLTIP_ZE_21200	Use brute force to extort [extortion_target.GetFullName].
EVTDESC_ZE_21200	Even though you have explained it in detail to [extortion_target.GetFirstName], [extortion_target.GetSheHe] still does not understand why you are plundering [extortion_target.GetHerHis] mansion. It would seem evident that giving up some of your wealth in support of the realm is the right thing to do, but [extortion_target.GetFirstName] is having none of it.
EVTOPTA_ZE_21200	Apologize and explain how this will help save the realm.
EVTOPTB_ZE_21200	Why, you should be honored by me letting you contribute this much!
EVTTOOLTIP_ZE_21300	Order your men to seize the wealth of the [seize_church_target.GetFullName].
EVTDESC_ZE_21300	As your men load the wealth of the [seize_church_target.GetFullName] onto several wagons, you are approached by a raving group of clergymen. Apparently they are not too happy about you seizing their valuable idols, they claim that you will be punished by [Root.Religion.GetRandomEvilGodName] if you cannot justify this blasphemy!
EVTOPTA_ZE_21300	[Root.Religion.GetRandomGodNameCap] told me that this had to be done!
EVTOPTB_ZE_21300	[Root.Religion.GetRandomEvilGodNameCap] be damned, the wealth does more good in my coffers!
extort_dynasty_upset_custom_tooltip	This gravely upsets §Y[extortion_target.GetFullName]'s§! entire Dynasty!\n
sensitive_character_custom_tooltip	As your character does not have a tyrannical personality, this action may affect you negatively.\n
EVTDESC_ZE_22000	Your loyal vassal, [From.GetFullName], has sent you a courier with an offer. [From.GetSheHeCap] is willing to make a significant donation to your War Chest, but in return you must promise to return the favor in the future. A most generous offer!
EVTOPTA_ZE_22000	This is just what we need!
EVTOPTB_ZE_22000	[From.GetSheHeCap] is just trying to gain leverage on me! I refuse.
EVTOPTC_ZE_22000	A generous donation from a good friend!
EVTDESC_ZE_22100	[From.GetFullName] has decided to accept your donation offer! Now we have leverage on [From.GetHerHim], we must make sure to use it wisely.
EVTDESC_ZE_22200	[From.GetFullName] has refused your generous donation offer. [From.GetSheHeCap] claims that you are just trying to gain leverage on [From.GetHerHim], outrageous!
EVTOPTA_ZE_22200	A shame.
donate_to_liege	Offer a 200¤ Donation to your Liege
donate_to_liege_desc	As your Liege is building a War Chest you can seize the opportunity and send a generous donation. By sending 200¤at this precarious time you might gain the favor of your liege!
offer_donation_custom_tooltip	Your liege receives a donation offer from you.\n
donation_cooldown_custom_tooltip	May not have had a donation offer refused within the last 5 years.
HIRED_MERCENARIES_INCOME_ENTRY	$HOLDER$: $INCOME|Y$
INCOME_MERCENARY_HIRED	Mercenaries Hired
HAS_MERCENARY_MAINTENANCE_MODIFIER	$TITLE|Y$ has the $MOD|Y$ modifier
HAS_MERCENARY_MAINTENANCE_MODIFIER_NOT	$TITLE|Y$ does not have the $MOD|Y$ modifier
HAS_MERCENARY_BAND	$CHARACTER|Y$ has mercenary bands\n
HAS_MERCENARY_BAND_NOT	$CHARACTER|Y$ does not have any mercenary bands\n
CUT_MERCENARY_CREATOR_RELATION	$MERCENARY|Y$ cut the relation with $CREATOR|Y$
CUT_MERCENARY_CREATOR_RELATION_NOT	$MERCENARY|Y$ did not cut the relation with $CREATOR|Y$
REPLACE_MERCENARY_CAPTAIN_INTERACTION_TITLE	Replace Mercenary Captain
REPLACE_MERCENARY_CAPTAIN_INTERACTION_DESC	Replace Mercenary Captain Desc
REPLACE_MERCENARY_CAPTAIN_INTERACTION_LONG_DESC	Change this captain for a suitable replacement
REPLACE_MERCENARY_CAPTAIN_INTERACTION_SELECT	Select a new captain to replace $CURRENT|Y$
REPLACE_MERCENARY_CAPTAIN_INTERACTION_SELECTED	Make $REPLACEMENT|Y$ the new captain of $BAND|Y$
REPLACE_MERCENARY_CAPTAIN_INTERACTION_REQ	Has suitable replacement
ENABLE_COUNCIL_VOTING_ON_ISSUE	$ISSUE|Y$ can be voted on by the council\n
DISABLE_COUNCIL_VOTING_ON_ISSUE	$ISSUE|Y$ can not be voted on by the council\n
declare_war_interaction_voting	War Declarations
REJECTED_LAW_TIMEOUT	§RThe Council has rejected this law. You can attempt to change this law again at $DATE$§!
CAN_SWAP_JOB_TITLE	$CHARACTER|Y$ and $TARGET|Y$ can swap job titles
CAN_NOT_SWAP_JOB_TITLE	$CHARACTER|Y$ and $TARGET|Y$ can not swap job titles
FORM_ALLIANCE_NOT_LANDLESS	Is NOT Landless
SET_FACTION_JOIN_RESTRICTION_ON	Vassals can not join factions against their liege\n
SET_FACTION_JOIN_RESTRICTION_OFF	Vassals can now join factions against their liege\n
HAS_FACTION_JOIN_RESTRICTION	Has faction join restriction
HAS_NO_FACTION_JOIN_RESTRICTION	Has no faction join restriction
EVTDESC750	I have been convinced by [From.GetLawProposer] to institute the [From.GetProposedLaw] Law. All that is needed is the support of yourself and my other loyal vassals.\n\nYour [From.Holder.GetTitle]
#EVTDESC751	I have been convinced by [From.GetLawProposer] to institute the [From.GetProposedLaw] Law in the [From.GetFullName]. Your status as my de jure vassal entitles you to vote on the matter.\n\n[From.Holder.GetTitledName]
#EVTDESC752	I have been convinced by [From.GetLawProposer] to institute the [From.GetProposedLaw] Law in the [From.GetFullName]. Since this is a Crown Law and you are a formal elector of [From.GetName], you may vote, even though you are not my vassal... yet.\n\n[From.Holder.GetTitledName]
COUNCIL_LAW_VOTING_DISABLED	§RYou may not suggest a law change under the current law§!
COUNCIL_LAW_VOTING_DISABLED_BY_FAVOR_OWNER	§RYou may not suggest a law change while under a favor§!
LAW_VOTE_DISABLED_UNDER_FAVOR	§RYou may not vote on a law change while under a favor§!
#VOTE_AS_FAVOR_OWNER_LAW_CHANGE_SETUP	Vote on law change by called in favor
VOTE_AS_FAVOR_OWNER_LOG	$CHARACTER|Y$ has voted $VOTE$ $LAW|Y$ due to returning a favor to $TARGET|Y$.
CALL_IN_FAVOR_INTERACTION_ACCEPT_SETUP	Call in favor
CALL_IN_FAVOR_INTERACTION_ACCEPT_LOG	$ACTOR|Y$ has called in a favor on $RECIPIENT|Y$.
BUY_FAVOR_INTERACTION_DECLINE_SETUP	Favor not for sale
BUY_FAVOR_INTERACTION_DECLINE_LOG	§Y[Recipient.GetDynName]§! refused to sell a favor to §Y[Actor.GetDynName]§!
LOAD_OLD_SAVE_TO_ZEUS_TITLE	Load Old Save to New Version
LOAD_OLD_SAVE_TO_ZEUS_DESC	You are about to load a save started in a previous version of the game into a newer version of the game. This may cause unforseen consequences and is not recommended. Proceed?
LOAD_ZEUS_SAVE_TO_OLD_VERSION	§RThis save was created using the Conclave DLC and needs it to continue.§!
FIRE_COUNCILOR_INTERACTION_LAW_CHANGE_DESC	$RECIPIENT|Y$ is not voting on a Law Change.
LAW_VIEW_NO_COUNCIL_LAWS_TRIBAL_DESC	You have no Council Laws available. You need to increase Tribal Organization in order to unlock them.
LAW_VIEW_NO_COUNCIL_LAWS_DESC	You have no Council Laws available at the current time.
COUNCIL_JOBS_INSTANT	This view shows the advisors that affect the stats of your realm.
COUNCIL_JOBS_DELAYED	The advisors have specialized jobs in your realm that affect its stats. Your advisors perform their jobs better if the appropriate stats are higher.
MINOR_TITLES_TITLE	§YMinor Titles§!
MINOR_TITLES_INSTANT	This view shows a collection of your honorary titles and commander titles.
MINOR_TITLES_DELAYED	Honorary titles can be given to your characters to change their opinion and commanders are used to lead your troops. You can appoint characters to these titles directly from this view.
MY_COUNCIL_TITLE	§YMy Council§!
MY_COUNCIL_INSTANT	This view shows you an overview of your council.
MY_COUNCIL_DELAYED	You can see all councilors and empty council positions. You can also see the position of a councilor which affects how they vote.
LIEGE_COUNCIL_TITLE	§YLiege Council§!
LIEGE_COUNCIL_INSTANT	This view shows you an overview of your liege's council.
LIEGE_COUNCIL_DELAYED	You can see all councilors and empty council positions of your liege's council. You can also see the position of a councilor which affects how they vote.
#ENFORCE_PEACE_BUTTON_DESC_INSTANT	Enforcing Realm Peace will end all internal wars between your direct vassals. The peace will take effect 3 months after it has been decreed. Use this ability to keep your vassals from growing too strong within your realm.
ENFORCE_PEACE_EXECUTE_BUTTON_TITLE	§YEnforce§!
ENFORCE_PEACE_EXECUTE_BUTTON_DESC_DELAYED	Approved by Council
LAW_COUNCIL_REJECTED_LOG	The council of $TITLE$ has rejected the institution of the "$LAW$" Law.
tut_9b_6	In the Realm and Obligations tabs you will find laws affecting not only yourself but also how much levies and taxes your vassals provide. You will be able to customize your Realm according to your preference. Click next to end this part.
tut_8b_6	In the Realm tab you can find the Investiture Law. This can either be set to papal, which means the pope elects the bishops, or free, which means that you can select your bishops by yourself. The pope will not be happy of course. Click next to learn about crusades.
tut_9c_6	In the Realm tab you see the laws that are not related to Succession. On the top you have the laws marked with a crown, which means they are crown laws. They concern how much freedom a king or emperor has. Your vassals will be hard to convince, but if they like you enough and you have high prestige, they will pose but a minor problem.
HINT_CHAR_VIEW_TEXT_2	The bottom half of the Character View is dedicated to close relations. Vassals are feudal lords in fief to the selected character. The Court tab lists the people at the court of the character. Pacts lists rulers with whom you have a diplomatic relation with, like an alliance, and the 'Abroad' tab lists courtiers who are currently away for some reason.
HINT_COUNCIL_VIEW_TEXT_4	Some characters dream of attaining a Council position. Granting them their wish will make them grateful towards you.
tut_4b_9	Temporary modifiers have an expiration date. Certain events for example can give you an opinion modifier towards other characters and these will usually last a limited time (like a year or two). Click next to continue.
EVTDESC107301	If you have allies they will always join automatically in all your wars. Some allies (like Tribal Vassals) will have to be called into your wars to join them (if they accept).
INTERACTION_REQUIRES_NO_ACTIVE_FAVOR	$OWES_FAVOR|Y$ is not already influenced by a §YFavor§!
BUY_FAVOR_INTERACTION_LETTER	\nI offer you a gift of $GOLD$§W¤§! to repay the Favor I owe you.
BUY_FAVOR_INTERACTION_LETTER_GET	\nI offer you a gift of $GOLD$§W¤§! and in return you will owe me a Favor.
INTERACTION_REQUIRES_NOT_INFLUENCED_BY_TARGET	§Y[Recipient.GetTitledFirstName]§! cannot be influenced by a §YFavor§! from §Y[Actor.GetTitledFirstName]§!
INTERACTION_REQUIRES_NOT_OWING_FAVOR	$OWES_FAVOR|Y$ cannot owe $HAS_FAVOR|Y$ a §YFavor§!
EVTDESC_ZE_1031	Your daughter [target_daughter_killed_her_friend.GetFirstName] is furious with you: 'Damn you, [Root.GetFatherMother] - you killed [From.GetFirstName], I will never forgive you!'.
EVTDESC_ZE_2061B	The coffers are left open and unattended again. Surely, this is [Root.Liege.GetTitledFirstName]'s way of telling me that a small bonus is in order. [Root.Liege.GetSheHeCap] knows the other councillors would object if it were mentioned in their presence.
EVTOOLTIP38228	[Root.Guardian.GetFullName] responds to [Root.GetFirstName]'s question.
EVTDESC1928	Visitors arrived today and, despite their peculiar clothes, strange language and strangely colored skin, they were warmly greeted by [Root.Guardian.GetFullName]. I wanted to talk to them and find out where they came from and who they were, but I was not sure if [Root.Guardian.GetTitledFirstName] would approve.
EVTDESC3516	I offered to hand [From.GetTitledFirstName]'s buzzard to the falconer, but was careless enough to forget to put on its hood, and then lost my grip on the jesses as the bird flew to freedom.
EVTDESC_SOA_4111	The inquisitors are returning home after failing to accomplish much in [Root.GetName] - aside from riling up the peasants.
EVTDESC_SOA_4113	After successfully stomping out the heresy in [Root.GetName], the inquisitors are returning home.
EVTDESC_SOA_4131	The theologians dispatched to [Root.GetName] by the [FromFrom.PrimaryTitle.GetRulerTitle] are returning home with their tails between their legs.
EVTDESC_SOA_4133	The theologians dispatched to [Root.GetName] by the [FromFrom.PrimaryTitle.GetRulerTitle] are returning home in triumph. The heretics have renounced their false beliefs!
RESIGN_COMMANDER_INTERACTION_ACCEPT_LOG	§Y[Actor.GetBestName]§W has Relieved §Y[Recipient.GetTitledFirstName]§W of [Recipient.GetHerHis] duty as Commander
EVTDESCdiploresponse.1	I, [From.GetBestName], accept your proposal for an Alliance!
EVTDESCdiploresponse.2	I, [From.GetBestName], unfortunately have to decline your proposal for an Alliance!
EVTOPTC_ZE_12002	I should bring [From.GetHerHim] some candy later.
EVTDESC_ZE_3001	A merchant approaches the court and carefully pleads to make a payment plan for the recent loan taken by [target_treasurer.GetTitledFirstName]. It seems the fruits of [target_treasurer.GetHerHis] labor may have been exaggerated, and since the loan was made in your name, you now have to repay the debt with interest. What will the consequence be for [target_treasurer.GetTitledFirstName]?
EVTDESC_ZE_8000	[target_spouse.GetTitledName], the [target_spouse.GetHusbandWife] of [target_ruler.GetTitledName], has been spending a few days in [capital.GetName]. It has been a very nice experience meeting [target_spouse.GetHerHim] - maybe our peoples are not that different after all.
EVTDESC_ZE_8001	Dear [target_ruler.GetTitledName],\nDuring your [target_ruler.GetHusbandWifeOpp]'s recent visit to [capital.GetName] we had a great time discussing the similarities between our people. I suggest a non-aggression pact between us for the near future, and we will welcome any visitors from your realm with open arms.\n\nKind regards,\n[From.GetTitledFirstName]
EVTDESC_ZE_8002	Dear [Root.GetTitledName],\n\nIf this agreement can lead to a better understanding between our peoples, I will put effort into opening our borders to visitors from your realm.\n\nYours truly,\n [target_ruler.GetTitledName].
EVTDESC_ZE_2075	I've received a request for additional funds from my [Root.GetSpymasterName] [Root.job_spymaster.GetFirstName]. [Root.job_spymaster.GetSheHeCap] is worried that it is too easy for spies to make their way inside your home and wants to take precautionary measures against hostile operations.
MERCENARY_ON_CONTRACT	On Contract
LAW_VOTER	$NAME$\n
LAW_VOTER_X	$NAME$ x$NUM|Y$\n
CANCEL_LAW_VOTE	§YCancel the current law change§!
VOTE_FOR_LAW	§YVote for the current law change§!
VOTE_AGAINST_LAW	§YVote against the current law change§!
OPEN_LIST_OF_UNDECIDED_VOTERS	§YOpen list of voters that have not yet voted.§!
LAW_VOTE_STATUS_ZEUS	Voting for: §Y$LAW$§! ( $YES|G$/$NO|R$/$WAITING$ )
REQUEST_SUPPORT_INTERACTION_ACCEPT_SETUP	Support Request Accepted
REQUEST_SUPPORT_INTERACTION_ACCEPT_LOG	§Y[Actor.GetDynName]§W accepted to support §Y[Recipient.GetDynName]§W
REQUEST_SUPPORT_INTERACTION_DECLINE_SETUP	Support Request Refused
REQUEST_SUPPORT_INTERACTION_DECLINE_LOG	§Y[Actor.GetDynName]§W refused to support §Y[Recipient.GetDynName]§W
FAM_EDUCATOR	Educator
ZEUS_WARD_DESC	Adult characters can take on two children as their wards.
ZEUS_GUARDIAN_DESC	A guardian is a teacher and mentor to a child character. The child goes to live in the same court as the guardian, and it's not possible to declare war on someone who has a close relative child in their court.
ZEUS_EDUCATOR_DESC	An educator is a teacher and mentor to a child character, the educator is selected automatically and can be changed by assigning the child to a guardian. If a guardian is assigned, the child goes to live in the same court as the guardian, and it's not possible to declare war on someone who has a close relative child in their court.
HOSTAGE_NAME	\n        $WHO|Y$
CHANGE_MERCENARY_COMPOSITION_CONVERT	Convert $COUNT|Y$ $FROM$ into $TYPE$\n
CHANGE_MERCENARY_COMPOSITION	$TYPE$: $COUNT|=-+$\n
alert_child_needs_focus_instant	§Y$NUM$ Children Lack a Childhood Focus§!
alert_child_needs_focus_delayed	The following Children need a Childhood Focus:\n$LIST$
alert_child_needs_focus_name	Children lack a Childhood Focus
alert_adolescent_needs_focus_instant	§Y$NUM$ Children Lack an Education Focus§!
alert_adolescent_needs_focus_delayed	The following Children need an Education Focus:\n$LIST$
alert_adolescent_needs_focus_name	Children lack an Edcuation Focus
GOV_FLAVOR	$TYPE$
#gov_default	Despotic [PrimaryTitle.GetTier]
gov_feudal_monarchy	Fedual Monarchy
#gov_prince_electorate	Prince Electorate
opinion_inherited	Opinion of Predecessor
opinion_inherited_negative	Opinion of Predecessor
CHARACTER_POWERFUL_TOOLTIP	§YPowerful Vassal§!
CHARACTER_POWERFUL_TOOLTIP_ANGRY	§RAngry for not being on the council.§!
alert_has_favor_instant	§Y$NUM$ Characters owe you a Favor§!
alert_has_favor_delayed	The following Characters owe you a Favor:\n$LIST$\n\nFavors can be used for the following:\n$ACTIONS$
alert_has_favor_name	Characters owe you Favors
HAS_FAVOR_ON	\n§YHas a Favor from:§!\n
OWES_FAVOR_TO_TOOLTIP	\n§YOwes a Favor to:§!\n
COUNCIL_LAW_VOTING_DISABLED_FOR_GROUP	\n§YThe council is not allowed to initiate voting for this type of law.§!
COUNCIL_LAW_VOTING_ENABLED_FOR_GROUP	\n§YA councillor is allowed to initiate voting for this type of law by spending a Favor on their liege.§!
tribal_duchy	High Chiefdom
tribal_duchy_norse	Jarldom
duchy_norse	Jarldom
gov_default	Anarchy
gov_electorial_absolute_autocracy	Elective Absolute Imperial Autocracy
gov_electorial_absolute_autocracy_norse	Elective Absolute Imperial Autocracy
gov_electorial_absolute_autocracy_tengri	Elective Absolute Imperial Autocracy
gov_electorial_absolute_monarchy	Elective Absolute [PrimaryTitle.GetTier]
gov_electorial_absolute_monarchy_norse	Elective Absolute [PrimaryTitle.GetTier]
gov_electorial_absolute_monarchy_tengri	Elective Absolute [PrimaryTitle.GetTier]
gov_electorial_aristocratic_autocracy	Elective Aristocratic Imperial Autocracy
gov_electorial_aristocratic_autocracy_norse	Elective Aristocratic Imperial Autocracy
gov_electorial_aristocratic_autocracy_tengri	Elective Aristocratic Imperial Autocracy
gov_electorial_aristocratic_monarchy	Elective Aristocratic [PrimaryTitle.GetTier]
gov_electorial_aristocratic_monarchy_norse	Elective Aristocratic [PrimaryTitle.GetTier]
gov_electorial_aristocratic_monarchy_tengri	Elective Aristocratic [PrimaryTitle.GetTier]
gov_electorial_despotic_autocracy	Elective Despotic Imperial Autocracy
gov_electorial_despotic_autocracy_norse	Elective Despotic Imperial Autocracy
gov_electorial_despotic_autocracy_tengri	Elective Despotic Imperial Autocracy
gov_electorial_despotic_monarchy	Elective Despotic [PrimaryTitle.GetTier]
gov_electorial_despotic_monarchy_zoro	Elective Despotic [PrimaryTitle.GetTier]
gov_electorial_despotic_monarchy_norse	Elective Despotic [PrimaryTitle.GetTier]
gov_electorial_despotic_monarchy_tengri	Elective Despotic [PrimaryTitle.GetTier]
gov_hereditary_absolute_autocracy	Hereditary Absolute Imperial Autocracy
gov_hereditary_absolute_autocracy_indian	Absolute Imperial Autocracy
gov_hereditary_absolute_autocracy_norse	Hereditary Absolute Imperial Autocracy
gov_hereditary_absolute_autocracy_tengri	Hereditary Absolute Imperial Autocracy
gov_hereditary_absolute_monarchy	Hereditary Absolute [PrimaryTitle.GetTier]
gov_hereditary_absolute_monarchy_indian	Absolute [PrimaryTitle.GetTier]
gov_hereditary_absolute_monarchy_norse	Hereditary Absolute [PrimaryTitle.GetTier]
gov_hereditary_absolute_monarchy_tengri	Hereditary Absolute [PrimaryTitle.GetTier]
gov_hereditary_aristocratic_autocracy	Hereditary Aristocratic Imperial Autocracy
gov_hereditary_aristocratic_autocracy_indian	Aristocratic Imperial Autocracy
gov_hereditary_aristocratic_autocracy_norse	Hereditary Aristocratic Imperial Autocracy
gov_hereditary_aristocratic_autocracy_tengri	Hereditary Aristocratic Imperial Autocracy
gov_hereditary_aristocratic_monarchy	Hereditary Aristocratic [PrimaryTitle.GetTier]
gov_hereditary_aristocratic_monarchy_indian	Aristocratic [PrimaryTitle.GetTier]
gov_hereditary_aristocratic_monarchy_norse	Hereditary Aristocratic [PrimaryTitle.GetTier]
gov_hereditary_aristocratic_monarchy_tengri	Hereditary Aristocratic [PrimaryTitle.GetTier]
