#CODE	ENGLISH	ENGLISH
#MODIFIER_COMBAT_RATING	Combat Rating	Combat Rating
CR_DIFF_LOWER_THAN	Combat Rating Difference between §Y$FIRST$§! and §Y$SECOND$§! lower than §Y$VAL$§!	Combat Rating Difference between §Y$FIRST$§! and §Y$SECOND$§! lower than §Y$VAL$§!
EVTOPTA_WoL_6350	I should leave it on the shelf for now.	The book you bought from the strange desert scholar has proven quite useful for gaining new ideas and insights in your studies of the stars and what lies beyond. It does, however, contain some quite disturbing texts and images, things that lead towards a level of understanding that might make one... mad.
EVTOPTB_WoL_6350	I must delve deeper!	I should leave it on the shelf for now.
EVTDESC_WoL_6360	Great wisdom comes to those who study the world and learn from it. Your studies of the stars and other things beyond this world have taken you on very strange paths, and your learning has increased immeasurably since you started.	I must delve deeper!
EVTOPTA_WoL_6360	The stars are right!	Great wisdom comes to those who study the world and learn from it. Your studies of the stars and other things beyond this world have taken you on very strange paths, and your learning has increased immeasurably since you started.
EVTDESC_WoL_6370	You are finally certain, absolutely certain. There are things you understand now that lie beyond the ken of normal [Root.GetMenWomen]. If they knew, oh if they knew! But it is the task of scholars such as you to keep and preserve such things in secret, lest all humanity go insane with the knowledge of its own insignificance.	The stars are right!
EVTOPTA_WoL_6370	I shall be a devoted keeper of elder secrets.	You are finally certain, absolutely certain. There are things you understand now that lie beyond the ken of normal [Root.GetMenWomen]. If they knew, oh if they knew! But it is the task of scholars such as you to keep and preserve such things in secret, lest all humanity go insane with the knowledge of its own insignificance.
EVTOPTB_WoL_6370	I will hide this and dedicate myself to other things.	I shall be a devoted keeper of elder secrets.
IS_HOLY_SITE_OF	Is holy site of $RELIGION$.	I will hide this and dedicate myself to other things.
IS_NOT_HOLY_SITE_OF	Is not holy site of $RELIGION$.	Is holy site of $RELIGION$.
theologian	Theologian	Is not holy site of $RELIGION$.
theologian_desc	This character is dedicating [GetHerHis] life to religious studies.	Theologian
religious_studies	Religious Studies	This character is dedicating [GetHerHis] life to religious studies.
religious_studies_desc	This character is a seeker of religious knowledge and insights.	Religious Studies
religious_philosopher	Religious Philosopher	This character is a seeker of religious knowledge and insights.
religious_philosopher_desc	This character is an experienced and dedicated seeker of religious knowledge and insights.	Religious Philosopher
EVTDESC_WoL_7000_non_unref_pagan	There are many mysteries in the [Root.Religion.GetName] faith. It might be interesting to spend some time delving into the old texts of  [Root.Religion.GetScriptureName].	This character is an experienced and dedicated seeker of religious knowledge and insights.
EVTDESC_WoL_7000_unref_pagan	There are many mysteries in the [Root.Religion.GetName] faith. It might be interesting to listen more to the ancient stories told by the [Root.Religion.GetPriestTitle]s.	There are many mysteries in the [Root.Religion.GetName] faith. It might be interesting to spend some time delving into the old texts of  [Root.Religion.GetScriptureName].
EVTOPTA_WoL_7000	I will dedicate more time to reading the scriptures.	There are many mysteries in the [Root.Religion.GetName] faith. It might be interesting to listen more to the ancient stories told by the [Root.Religion.GetPriestTitle]s.
EVTOPTB_WoL_7000	I shall summon storytellers.	I will dedicate more time to reading the scriptures.
EVTOPTC_WoL_7000	No, I have no time for this.	I shall summon storytellers.
EVTDESC_WoL_7001_non_unref_pagan	In the past few months, you have been spending many nights reading [Root.Religion.GetScriptureName]. The texts contain many items of wisdom and also give hints to the most important mysteries of [Root.Religion.GetRandomGodName].	No, I have no time for this.
EVTDESC_WoL_7001_unref_pagan	In the past few months, you have spent many nights listening to the old myths and stories of the [Root.Religion.GetName] faith. The tales told of [Root.Religion.GetRandomGodName] are most inspiring and contain much wisdom that can help you in your daily life.	In the past few months, you have been spending many nights reading [Root.Religion.GetScriptureName]. The texts contain many items of wisdom and also give hints to the most important mysteries of [Root.Religion.GetRandomGodName].
EVTOPTA_WoL_7001	These sacred texts illuminate me.	In the past few months, you have spent many nights listening to the old myths and stories of the [Root.Religion.GetName] faith. The tales told of [Root.Religion.GetRandomGodName] are most inspiring and contain much wisdom that can help you in your daily life.
EVTOPTB_WoL_7001	It is wise to listen and ponder.	These sacred texts illuminate me.
ancient_wisdom	Ancient Wisdom	It is wise to listen and ponder.
ancient_wisdom_desc	The ancient myths and stories contain many words of wisdom.	Ancient Wisdom
EVTDESC_WoL_7012	Your dedication to religious pursuits has been noticed around the realm. Among others, it has quite impressed [From.GetTitledName]. You have maintained correspondence on various religious and philosophical matters for some time, and find that you are rapidly becoming good friends.	The ancient myths and stories contain many words of wisdom.
EVTOPTA_WoL_7012	Our common interests bind us together.	Your dedication to religious pursuits has been noticed around the realm. Among others, it has quite impressed [From.GetTitledName]. You have maintained correspondence on various religious and philosophical matters for some time, and find that you are rapidly becoming good friends.
EVTDESC_WoL_7020	The holy site of [holy_site_visiting.GetName] is an important center of the [Root.Religion.GetName] faith. Many great religious events are celebrated there, and the spirit of [Root.Religion.GetRandomGodName] is said to permeate the entire area.	Our common interests bind us together.
EVTOPTA_WoL_7020	I should go!	The holy site of [holy_site_visiting.GetName] is an important center of the [Root.Religion.GetName] faith. Many great religious events are celebrated there, and the spirit of [Root.Religion.GetRandomGodName] is said to permeate the entire area.
EVTOPTB_WoL_7020	I can't.	I should go!
EVTDESC_WoL_7021	Your visit to [holy_site_visiting.GetName] was certainly worth the time! You have wandered around in its sacred halls and pondered the atmosphere and the religious mysteries that lie hidden here.	I can't.
EVTOPTA_WoL_7021	Praise [Root.Religion.GetRandomGodName]!	Your visit to [holy_site_visiting.GetName] was certainly worth the time! You have wandered around in its sacred halls and pondered the atmosphere and the religious mysteries that lie hidden here.
grievously_offended	Grievously Offended	Praise [Root.Religion.GetRandomGodName]!
merciless	Merciless	Grievously Offended
merciless_desc	This character is known to show no mercy.	Merciless
		This character is known to show no mercy.
